question,answer,logits,normalized_aliases
The Crimean Peninsula is part of which European country?," Ukraine
","[[0.44167301058769226, 0.5583270192146301]]","['ukraien', 'ukraina', 'ukrania', 'ukraine during world war ii', 'ucraine', 'ykpaiha', 'ukrainia', 'ukra jina', 'kiev compromise', 'ukriane', 'ukraˈjina', 'ukraïne', 'україна', 'украина', 'ukrajina', 'ukrayina', 'iso 3166 1 ua', 'ukrane', 'ukraine', 'ukrainian territory', 'ukarine', 'ukr']"
Who did Tiger Woods beat in a play-off for the 2008 US Open Championship?," Chris DiMarco
","[[0.3812195658683777, 0.6187804341316223]]",['rocco mediate']
In Shakespeare's Macbeth which character speaks the last words of the play?," Lady Macbeth
","[[0.5195213556289673, 0.4804787039756775]]","['malcolm disambiguation', 'máel coluim', 'mael coluim', 'malcolm', 'malcom', 'maol choluim']"
"The Tom Jones hit 'Delilah' has, in recent years, been taken up as a team song by supporters of which Premier League football club?","1874 Northwich
","[[0.3073580265045166, 0.6926419734954834]]","['stoke city fc', 'stoke city football club', 'stoke f c', 'stoke fc', 'stoke city f c', 'stoke city potters', 'stoke city']"
In which musical does thesong 'Don't Rain On My Parade' appear?,"42nd Street
","[[0.24508501589298248, 0.7549149990081787]]","['funny girl', 'funny girl disambiguation']"
The trademark of which famous Austrian chocolate cake was registered by a Viennese hotel in the 1870's?," Sachertorte
","[[0.38861799240112305, 0.6113819479942322]]","['sacher torte', 'sachertorte']"
"""What was the setting for the BBC TV comedy """"Early Doors""""?""","1970s
","[[0.30074557662010193, 0.6992543935775757]]","['microsoft publisher', 'pub', 'mspub exe', 'publisher 2007', 'publisher 1997', 'microsoft publisher 98', 'publisher 98', 'microsoft office publisher', 'publisher 2000', 'ms publisher', 'microsoft officepublisher', 'mspub', 'publisher 2010', 'publisher 97']"
What is the main ingredient in marinara sauce?," Tomato
","[[0.5698526501655579, 0.43014734983444214]]","['hot house tomatoes', 'lycopersicon esculentum', 'poma amoris', 'hot house tomato', 'domates', 'tomato varieties', 'lycopersicum', 'tamatar', 'lycopersicon lycopersicum', 'tomato', 'tomahto', 'tamator', 'tomatoe', 'lycopersicum lycopersicum', 'love apple', 'common tomato', 'gogonele', 'tomat', 'green tomatoes', 'tomattoes', 'lycopersicum esculentum', 'jitomate', 'tomattos', 'tamato', 'tomattoe', 'tomatto', '🍅', 'potato potato', 'tomatos', 'tomatoes', 'green tomato', 'solanum lycopersicum', 'tomato plant']"
What type of weapon was the German nebelwerfer,"88mm mortar
","[[0.3345894515514374, 0.665410578250885]]","['rocket launchers', 'rocket launcher', 'missile launcher', 'missile launchers']"
In which U.S. State is Disney World located?," Florida
","[[0.4765796959400177, 0.5234203934669495]]","['florida map', 'tourism in florida', 'us fl', 'flordia', 'florida', 'fl state', 'economy of florida', 'floreda', 'florida s', 'floridian peninsula', 'flordida', 'florida usa', 'flowery easter', '27th state', 'florida u s state', 'flórida', 'twenty seventh state', 'sunshine state us', 'florida us state', 'flawda', 'fla', 'florida state', 'state of florida', 'peninsular state', 'sports in florida', 'agriculture in florida', 'florida united states', 'florida redbacks', 'religion in florida']"
By what name was the Democratic Republic of the Congo known between 1971 and 1997?," People's Republic of Congo
","[[0.5467381477355957, 0.4532618224620819]]","['democratic republic of congo 1964 1971', 'zaire', 'republic of zaire', 'democratic republic of congo 1960 1971', 'république du zaïre', 'zairean', 'zaïre']"
Which vitamin is also known as Calciferol?,"1
","[[0.19682618975639343, 0.8031737804412842]]","['dvion', 'vitamin d excess', 'calciferol', 'vitamin d', 'sunshine vitamin', 'vitamin d1', 'vitamen d', 'list of foods containing vitamin d']"
What alloy is made of 12% tin and 88% copper?,"1288
","[[0.3849121630191803, 0.6150878667831421]]","['alpha bronze', 'bronzes', 'bronze ware', 'bronzeware', 'bronze metallurgy', 'birinj', 'bronzen', 'bronzesmith', 'bronzefounder', 'bronzework', 'bronzenly', 'bearing bronze', 'bronzo', 'bronzeness', 'bronze', 'commercial bronze']"
"Which country has borders with Iran, Pakistan, Turkmenistan, Uzbekistan, Tajikistan and the People's Republic of China?"," Afghanistan
","[[0.4339814782142639, 0.5660185217857361]]","['stan', 'afghanistan 1911 encyclopedia', 'afghansitan', 'graveyard of empires', 'afganistan', 'dowlat e eslami ye afghanestan', 'afğānistān', 'afgahanistan', 'afghanastan', 'afghanstan', 'soviet occupied afghanistan', 'afgjanistan', 'affghanistan', 'islamic republic of afghanistan', 'i r o', 'iroa', 'afghanistan rep of', 'afghanistan central asia', 'jomhūrī ye eslāmī ye afġānestān', 'afeganistao', 'islamic transitional government of afghanistan', 'afghānistān', 'da afghanistan islami dawlat dawlat e eslami e afghanestan', 'afghanistan', 'afghanistan article from 1911 encyclopedia', 'iso 3166 1 af', 'د افغانستان اسلامي دولت دولت اسلامی افغانستان', 'afganhistan', 'kinetic action', 'afghinastan', 'etymology of afghanistan', 'avghanistaun', 'afghnistan', 'افغانستان', 'afghanistan i s of', 'afghanestan', 'da afġānistān islāmī jomhoriyat']"
"Tiger, Turks Cap and Stargazer are all types of which plant?","1000-year-old cactus
","[[0.29421496391296387, 0.7057850360870361]]","['lily poisoning', 'lilium', 'lillium', 'lily', 'lilies', 'martagon', 'lirium', 'lily flowers', 'lily flower', 'asiatic lily']"
"""What is the first sentence of the book """"Nineteen Eighty Four"""" by George Orwell?"""," It was a bright cold day in April, and the clocks were striking thirteen.
","[[0.5156199336051941, 0.4843800961971283]]",['it was bright cold day in april and clocks were striking thirteen']
"Raila Odinga, aged 68, is the current Prime Minister of which country ?"," Kenya
","[[0.5039061903953552, 0.49609383940696716]]","['republic of kenya', 'prehistory of kenya', 'iso 3166 1 ke', 'kenya', 'kenya disambiguation', 'jamhuri ya kenya', 'etymology of kenya', 'kenyan', 'kenya africa']"
"In the stupid celebrity kids name category, what superhero inspired name did Nicholas Cage bestow upon his son?","24-Carat Gold
","[[0.20689405500888824, 0.793105959892273]]","['supes', 'superman clark kent', 'kal el', 'supertman', 'übermensch', 'man of tomorrow', 'more powerful than locomotive', 'kirk brent', 'codename patriot', 'stalmannen', 'superman comics', 'faster than speeding bullet', 'superman costume', 'superman secret files', 'superman fictional character', 'superman dc comics', 'jordan elliot', 'super man', 'action ace', 'big blue cheese', 'supaaman', 'big blue boy scout', 'ubermensch', 'superman character', 'gojjum', 'superman', 'metropolis marvel', 'stålmannen', 'superman kal el', 'supraman', 'able to leap tall buildings in single bound']"
Which musical was Victor Fleming making the same time as he was making Gone With the Wind?,"1939
","[[0.2538609802722931, 0.7461389899253845]]","['ozu no mahôtsukai', 'wizard of oz film', 'wizard of oz disambiguation', 'ozu no mahotsukai', 'ozu no mahōtsukai', 'wizard of oz', 'ozu no mahoutsukai']"
The Danube flows into which Sea?," Black
","[[0.5774953365325928, 0.42250463366508484]]","['чорноморський', 'schwarzes meer', 'black sea', 'black sea littoral', 'black sea shelf', 'черноморский', 'შავი ზღვა', 'pontus euxinos', 'black seas', 'kara deniz', 'черно море', 'euxine sea', 'euxine', 'შავი ზღვის', 'pontus euxinus', 'marea neagră']"
Which opera singer did conductor Richard Bonynge marry in 1954?,"1954: Dame Joan Sutherland
","[[0.3775406777858734, 0.622459352016449]]","['la stupenda', 'dame joan sutherland', 'joan sutherland', 'joan alston sutherland']"
What global brand withdrew ('rested') its old red-jacketed striding man 104 years after its first appearance in 1908?,"7 Up
","[[0.3702253997325897, 0.6297746300697327]]","['walker s kilmarnock whisky', 'johnnie walker black', 'jhonny walker', 'johnnie walker whisky', 'johnnie walker black label', 'johnnie walker', 'double black', 'johnnie walker blue label', 'johnnie walker red', 'johnnie walker red label', 'striding man']"
Englishman Bob Nudd has been world champion four times in which sport?,"10m Air Rifle
","[[0.3923368752002716, 0.6076632142066956]]","['coarse fishing', 'coarse fish', 'coarse angling', 'match fishing']"
What was the real name of the romantic hero ‘The Scarlet Pimpernel’?,"19th Earl of Grantham
","[[0.25091278553009033, 0.7490872144699097]]","['sir percy blakeney', 'marguerite blakeney', 'scarlet pimpernal', 'marguerite st just', 'percy blakeney', 'scarlet pimpernel film', 'scarlet pimpernel', 'scarlet pimpernell', 'scarlett pimpernell', 'lady blakeney', 'percival blakeney', 'sir percival blakeney', 'sir percival blakeney baronet']"
Who voiced the character 'Buzz Lightyear' in 'Toy Story'?," Tim Allen
","[[0.36840569972991943, 0.6315943002700806]]","['tim allen', 'timothy alan dick', 'timothy allen dick', 'timothy dick', 'tim allen dick', 'laura deibel', 'timallen']"
'Sunny Side Up' was a 2010 UK number one album for which singer?,"50 Cent
","[[0.28140559792518616, 0.7185943722724915]]","['paolo nutini', 'paulo nutini', 'paulo nuttini']"
Which legendary Greek hero killed the Minotaur with the help of Ariadne?," Theseus
","[[0.45713672041893005, 0.5428633093833923]]","['theseos', 'aegeides', 'theseus']"
"Tamed by Bellerophon, what was the name of the winged horse of Greek mythology?"," Pegasus
","[[0.4765796959400177, 0.5234203934669495]]","['pegasis', 'pegases', 'pterippus', 'winged horse', 'πήγασος', 'winged equine', 'pegasas', 'pegasus', 'flying horse', 'pegasi', 'winged horses', 'pegasus mythology', 'pegasus greek mythology', 'pégasos']"
"Which country, with a East Mediterranean coastline produces the red wine 'Chateau Musar1?"," Lebanon
","[[0.4765796959400177, 0.5234203934669495]]","['al jumhūrīyah al lubnānīyah', 'republic of lebanon', 'etymology of lebanon', 'lubnan', 'art in lebanon', 'lebannon', 'liban', 'libano', 'lbn', 'festivals in lebanon', 'al jumhuriyah al lubnaniyah', 'lubnaniyah', 'لبنان', 'state of lebanon', 'name of lebanon', 'health in lebanon', 'lebnen', 'languages of lebanon', 'ryan attiyeh', 'literature of lebanon', 'lebanone', 'al jumhūrīyyah al lubnānīyyah', 'libanon', 'lebanon', 'lebanese republic', 'architecture of lebanon', 'administrative divisions of lebanon', 'libanese', 'lubnān', 'lebnan', 'libán', 'iso 3166 1 lb', 'الجمهورية اللبنانية']"
Whose estranged wife Ingrid was granted a 'quickie divorce' at London's High Court?,"1970s rock star
","[[0.30074557662010193, 0.6992543935775757]]","['chris tarrent', 'christopher tarrant', 'chris tarent', 'chris tarrant']"
What is the title of Private Eye's regular page of political news?,"10 Downing Street
","[[0.42250463366508484, 0.5774953365325928]]","['hp brown sauce', 'hp sauce']"
Podgorica is the capital of which country?," Montenegro
","[[0.562176525592804, 0.4378235340118408]]","['cernogoria', 'etymology of montenegro', 'muntenegru', 'name of montenegro', 'црна гора', 'montenengro', 'crna gora', 'mali i zi', 'republic of montinegro', 'orlina', 'monténégro', 'montinegro', 'iso 3166 1 me', 'montenegro', 'montonegro', 'republika crna gora', 'република црна гора']"
What is 0 degrees Celsius on the Fahrenheit scale?,"32
","[[0.5078118443489075, 0.49218809604644775]]","['thirty two degrees', '32 degrees']"
Who was the last Empress of All the Russias?," Catherine the Great
","[[0.3557748794555664, 0.6442250609397888]]","['alexandra given name', 'alexandra', 'aleksandra', 'oleksandra']"
Which film director is the uncle of actor Jason Schwartzman?," Wes Anderson
","[[0.5698526501655579, 0.43014734983444214]]","['ford coppola', 'godfather of wine', 'francis coppola', 'list of francis ford coppola films', 'francis ford coppola filmography', 'ff coppola', 'coppola francis ford', 'francis ford coppola']"
What was E.T.'s favorite candy?,"100-year-old gumdrops
","[[0.3775406777858734, 0.622459352016449]]","['reese s pieces', 'reeses pieces']"
What was the motto of the arms of England during the reigns of Elizabeth I and Anne?,"1714
","[[0.14033624529838562, 0.859663724899292]]",['semper eadem']
Who drew the cartoon strip The Fosdyke Saga?,"
","[[0.36840569972991943, 0.6315943002700806]]",['bill tidy']
Which Welsh town was granted city status as part of the Golden Jubilee celebrations of 2002?," Swansea
","[[0.39606812596321106, 0.6039317846298218]]","['newport wales disambiguation', 'new port disambiguation', 'newport united kingdom', 'new port', 'newport disambiguation', 'newport', 'newport england', 'newport england disambiguation', 'newport uk parliament constituency']"
Which word can be a musical instrument or a quarter bottle of Champagne?,"75
","[[0.5698526501655579, 0.43014734983444214]]","['piccholo', 'piccolo', 'picollo', 'piccolo flute', 'piccolos']"
The husband of Mumtaz designed and built what magnificent monument in India to her when she died in 1631?," Taj Mahal
","[[0.5389832258224487, 0.46101677417755127]]","['taj majal', 'tāj mahal', 'taj mahal india', 'taj mahel', 'ताज महल', 'taj mahal', 'tadj mahal', 'taj mahaj', 'tajmahal', 'tai mahal', 'tejomahal']"
Which song sang by the Chiffons shares it’s name with an aria from Puccinis Madame Butterfly," Little Wing
","[[0.42250463366508484, 0.5774953365325928]]","['one fine day disambiguation', 'one fine day']"
The character Duke Vincentio appears in which of Shakespeare’s plays?,"2
","[[0.31742626428604126, 0.6825737357139587]]","['over done', 'keepdown', 'abhorson', 'kate keepdown', 'overdone', 'mistress overdone', 'measure for measure', 'keep down']"
Which US First Lady had an English Springer Spaniel called Millie?,"41st
","[[0.22270014882087708, 0.7772998809814453]]","['barbara bush first lady', 'barbra bush', 'barbara p bush', 'barbara pierce', 'barbara bush']"
In which country was the World War 11 quick firing anti aircraft gun the Oerlikon first manufactured," Switzerland
","[[0.5, 0.5]]","['der schweiz', 'switzeland', 'confederation helvetia', 'confederatio helvetica', 'swissland', 'switzerland information', 'confederation suisse', 'switserland', 'confédération suisse', 'swizterland', 'confederation of helvatia', 'swizerland', 'svizzera', 'confederation helvetica', 'land of switzers', 'suiza', 'confederaziun svizra', 'schweiz', 'etymology of switzerland', 'die schweiz', 'suisse', 'confederazione svizzera', 'swiss', 'svizra', 'switzerland', 'schweitz', 'swiss confederation', 'switz', 'svissland', 'schwitzerland', 'environmental integrity group', 'land of swiss', 'schweizerische eidgenossenschaft', 'swissenergy', 'confœderatio helvetica', 'confoederatio helvetica', 'switzer land', 'švýcarsko', 'swiss confederated states', 'iso 3166 1 ch']"
