question,answer,logits,normalized_aliases
Who - UK cabinet minister for culture - had his name unspeakably 'spoonerised' live on air by BBC Radio 4 journalist James Naughtie (pronounced 'Nockty') in December 2010?," John Whittingdale
","[[0.5583270192146301, 0.44167301058769226]]","['jeremy hunt politician', 'jeremy hunt disambiguation', 'jeremy hunt', 'jeremy richard streynsham hunt']"
Who along with Philips developed the CD in the late 70s?," Sony
","[[0.3345894515514374, 0.665410578250885]]","['dcr sr35e', 'dsc p93', 'sony cisc', 'mmcd', 'sony sony corporation japan', 'list of assets owned by sony corporation', 'sony store', 'sony entertainment', 'sony company', 'sony electronics inc', 'sony broadcast professional research laboratories', 'sonystyle', 'list of sony shareholders and subsidiaries', 'sony europe', 'model name', 'dsc wx100', 'sony com', 'sony corporation', 'ソニー株式会社', 'ソニー', 'hdr sr12', 'sony', 'dcr trv38', 'tokyo telecommunications engineering', 'sony corp', 'tokyo tsushin kogyo', 'sony city', 'sony emcs', 'sony electronics', 'sony style', 'sonī kabushiki gaisha', 'list of sony products', 'sony group', 'tokyo telecommunications engineering corporation', 'dcr dvd405e', 's0ny', 'dsc wx100 v1 00', 'dsc t10']"
Which 1962 musical film featured the song 'Coming Up Roses'?,"42nd Street
","[[0.2120688110589981, 0.7879312038421631]]","['persecution of romany', 'gipsies', 'szgany', 'romani social issues', 'roma gypsy', 'çingene', 'roma ethnonym', 'romani people in central and eastern europe', 'romane', 'roma people', 'romani people in eastern europe', 'calé', 'sinti and roma', 'roma gipsies', 'cingene', 'gypsy origin', 'rrom', 'gypsie', 'roma criminality', 'gypsy', 'persecution of romani people', 'kalé', 'gypsy and egypt', 'roma people in balkans', 'romastan', 'macedonian romani', 'roma people disambiguation', 'roma in eastern europe', 'romany gypsy', 'rroma people', 'roma in central and eastern europe', 'calé disambiguation', 'rroma', 'persecution of gypsies', 'romany people', 'tzyhany', 'gypsy people', 'roma people in central and eastern europe', 'gypsys', 'gyp slang', 'gypsies', 'romani people', 'gypsi', 'romanies', 'roma gypsies', 'rom people', 'romani in balkans', 'iberian kale', 'gypsey', 'rromani people', 'romani folk', 'roma romani subgroup', 'zigan', 'tzigan', 'gypsies disambiguation', 'romanis', 'romany folk', 'romani criminality']"
In the Universal films what was the name of Frankenstein’s hunchback?,"1930s: Ygor; 1940s: Henry; 1950s: The Wolfman; 1960s: The Mummy; 1970s: The Creature; 1980s: The Mummy; 1990s: Ygor; 2000s: The Creature
","[[0.41869691014289856, 0.581303060054779]]","['igor of kiev disambiguation', 'igor', 'igor disambiguation']"
Which Swedish actress has been married twice - to Peter Sellers in 1964 and to Slim Jim Phantom in 1984 ?,"1964
","[[0.32766830921173096, 0.672331690788269]]","['britt ekland', 'britt eklund', 'ekland']"
What was the first Pink Floyd album?,"1967
","[[0.5234203934669495, 0.4765796959400177]]","['piper at gates of dawn disambiguation', 'piper at gates of dawn']"
"Picasso's 'Still Life With Chair Caning' in which strips of oilcloth in imitation of chair caning are stuck onto the surface of the work, is an example of which artistic technique?"," Cubism
","[[0.4073334336280823, 0.5926666259765625]]","['assemblage', 'assemblage disambiguation']"
Obelix and Dogmatix are companions of which eponymous Frenco-Belgian comic book character?," Astérix
","[[0.5234203934669495, 0.4765796959400177]]","['asterix', 'mirror world asterix exhibition', 'asterix comics', 'soora pappa', 'adventures of asterix', 'humour in asterix', 'list of asterix products', 'asterix and obelix', 'astérix and obélix', 'asterix comic', 'astérix']"
Who had a hit in 2012 with the song and video 'Gangnam Style'?,"2ne1
","[[0.5078118443489075, 0.49218809604644775]]","['king of youtube', '박재상 朴載相', 'daddy psy song', 'psy singer', 'psy musician', '싸이', 'psyy', 'psy artist', 'psy entertainer', 'psy 7', 'psy rapper', 'psy entertainer redirects', 'psy']"
Who played television character Jason King in the early 1970s?," Peter Wyngarde
","[[0.44167301058769226, 0.5583270192146301]]","['peter wyngarde', 'cyril louis goldbert', 'cyril louis golbert', 'peter paul wyngarde']"
"Chequers, the Prime Minister's country residence, is in which English county?"," Buckinghamshire
","[[0.34510529041290283, 0.6548947095870972]]","['list of settlements in buckinghamshire by population', 'county of buckingham', 'buckinghamshire england', 'buckinghamshire', 'county of bucks']"
Which English actress was born Julia Wells in 1935?," Jane Birkin
","[[0.5117166042327881, 0.4882833957672119]]","['julie elizabeth wells', 'julie elizabeth andrews dbe', 'julie elizabeth andrews', 'julia elizabeth wells', 'julie andrews', 'julie wells', 'dame julie andrews', 'julie andrews edwards']"
"""Who are most likey to perform a """"pas de deux""""?""","2 ballerinas
","[[0.36296921968460083, 0.6370307803153992]]","['ballerinos', 'coryphee', 'prima ballerina', 'ballet dancer', 'ballarina dancers', 'premier danseur noble', 'assolutas', 'danseurs', 'ballerinas', 'primera bailarina', 'prima ballerinas', 'ballerino', 'ballet dancers', 'ballarina dancer', 'coryphée', 'premiere danseuse', 'danseur', 'ballet dancer disambiguation', 'premier sujet', 'absoluta', 'ballerina', 'sujet', 'primae ballerinae']"
"Pato, a game played on horseback, is the national sport of which South American country?"," Paraguay
","[[0.49218809604644775, 0.5078118443489075]]","['arxentina', 'argentina information', 'argentinie', 'nacion argentina', 'argentyna', 'people of argintina', 'argjentina', 'republica argentina', 'antonia merce y luque', 'argentína', 'arc hantina', 'ariannin', 'argies', 'argentinean', 'airgintín', 'argentīna', 'iso 3166 1 ar', 'arjantin', 'república argentina', 'argentinien', 'արգենտինա', 'airgintin', 'nación argentina', 'argentinia', 'argentina', 'arxintina', 'アルゼンチン', 'republic of argentina', 'argentina republic', 'אַרגענטינע', 'argintina', 'अर्जेन्टीना', 'argentine republic', 'argentiina', 'آرژانتین', 'аргентына', 'arghantina', 'argie', 'аржентина', 'argentinië', 'ארגנטינה', 'الأرجنتين', 'land of silver']"
What was the middle name of the character 'Bob Collier' from the t.v. series 'The Likely Lads'?,"1940s
","[[0.19930799305438995, 0.8006919622421265]]","['scarboro', 'scarborough disambiguation', 'scarboro disambiguation', 'scarborough']"
"In the stupid celebrity kids name category, what superhero inspired name did Nicholas Cage bestow upon his son?","24-Carat Gold
","[[0.20689405500888824, 0.793105959892273]]","['supes', 'superman clark kent', 'kal el', 'supertman', 'übermensch', 'man of tomorrow', 'more powerful than locomotive', 'kirk brent', 'codename patriot', 'stalmannen', 'superman comics', 'faster than speeding bullet', 'superman costume', 'superman secret files', 'superman fictional character', 'superman dc comics', 'jordan elliot', 'super man', 'action ace', 'big blue cheese', 'supaaman', 'big blue boy scout', 'ubermensch', 'superman character', 'gojjum', 'superman', 'metropolis marvel', 'stålmannen', 'superman kal el', 'supraman', 'able to leap tall buildings in single bound']"
What is the name of the target in a game of curling?,"10-end
","[[0.19682618975639343, 0.8031737804412842]]","['house', 'independent house', 'domestic architecture', 'houes', 'house architecture', 'hous', 'houses', 'houseing', 'dwellinghouse', '🏠', 'history of houses']"
"In a symphony orchestra, which is the smallest woodwind instrument?","2nd flute
","[[0.4532618224620819, 0.5467381477355957]]","['piccholo', 'piccolo', 'picollo', 'piccolo flute', 'piccolos']"
Stink 182 is a tribute band to which band?,"101ers
","[[0.3073580265045166, 0.6926419734954834]]","['blink one eight two', 'list of blink 182 awards', 'fighting gravity', 'b182', 'blink1', 'lemmings going nowhere', 'blink–182', 'blinkumentry', 'ghosts on dancefloor', 'tales from beneath your mom', 'b 182', 'fags in wilderness', 'not for real', 'genesis blink 182 song', 'genesis snake charmer', 'list of awards and nominations received by blink 182', 'blink one eighty two', 'blink 82', 'short bus blink 182 album', 'blink 182', 'blink 172', 'blink182']"
Which playing card is known as the Curse of Scotland?,"13
","[[0.32766830921173096, 0.672331690788269]]","['curse of scotland', 'nine of diamonds']"
"As leader of the Teen Titans, ‘Robin’ aka Dick Grayson took on which other identity?"," Nightwing
","[[0.5467381477355957, 0.4532618224620819]]","['nightwing', 'nightwing comic book']"
Harrison Ford was working as what before his first big break as a film actor?,"1st mate on a merchant ship
","[[0.3345894515514374, 0.665410578250885]]","['medieval carpentry', 'carpenter', 'housewright', 'carpenter occupation', 'carpenter shop', 'carpenters', 'carpentry']"
In gastronomy the name of which popular dish stems from the Portuguese for wine and garlic?," Alho Frances
","[[0.5544704794883728, 0.4455295503139496]]","['vindalho', 'tindaloo', 'chicken vindaloo', 'vindaloo']"
"One of the circuits for the 2011 Formula One season, The Marina Bay Street Circuit can be found in which Asian city?"," Singapore
","[[0.5544704794883728, 0.4455295503139496]]","['sinjiapo', '新加坡共和国', 'singapour', 'hsin chia p o', 'manchester of east', 'sing pore', 'singapor', 'சிங்கப்பூர்', 'singapore city disambiguation', 'lion city', 'singapore basic facts', 'சிங்கப்பூர் குடியரசு', 'capital of singapore', 'singapore as regional and global hub', 'xīnjiāpō gònghéguó', 'sg100', 'cingkappur kudiyaracu', 's porean', '新加坡共和國', 'singy', 'republik singapura', 'xīnjiāpō', 'city of singapore', 'statistics of singapore', 'singapore kudiyarasu', 'singapore country', 'republic of singapore', 'singpore', 'singapore', 'xinjiapo gònghégúo', 'singapore city', 'xinjiapo gongheguo', 'un locode sgsin', 'hsin chia p o kung ho kuo', 'iso 3166 1 sg', 'etymology of singapore', 's pore', 'light of south', 'xinjiapo', 'xin jia po', '新加坡', 'asia singapore', 'singapore singapore', 'signapore', 'hub in singapore context', 'singa pura', 'cingkappur']"
For which film did Steven Spielberg win his first Oscar for Best Director?,"1941
","[[0.11757213622331619, 0.8824278712272644]]","['shindlers list', 'leo john', 'schindler s list', 'schindlers list', 'shindler s list', 'schindler s list film']"
What are the international registration letters of a vehicle from Sri Lanka?," SL
","[[0.6001883149147034, 0.39981159567832947]]","['cl', 'c l', 'cl disambiguation']"
What is the smallest planet in the solar system?,"1 Mercury
","[[0.25683197379112244, 0.7431679368019104]]","['sol j', '134340 pluto', 'pluto debate', '1930 bd', 'plutoing', '♇', 'pluto', 'astronomy pluto', 'sun j', 'asteroid 134340', 'pluto astronomy', 'pluto dwarf planet', '134340', 'pluto planetary status controversy', 'pluto planet day', 'dwarf planet pluto', 'physical characteristics of pluto', 'pluto system', 'pluto planetoid', '134340pluto', 'pluto planet', 'pluton planet', '134340 pluto dwarf planet', 'sol 9', 'planet pluto', 'classification of pluto']"
What African country experienced a 2012 rebellion by Tuareg fighters?," Mali
","[[0.36296921968460083, 0.6370307803153992]]","['malinese', 'république du mali', 'malian republic', 'sudanese republic', 'mali', 'iso 3166 1 ml', 'republic of mali', 'sport in mali', 'administrative divisions of mali', 'republique du mali']"
Which religion believes in the Four Noble Truths?," Buddhism
","[[0.5078118443489075, 0.49218809604644775]]","['budism', 'búdachas', 'budddhist', 'buddh', 'buddha s gospel', 'buddhist', 'buddhaity', 'buddist', 'buddhism religion', 'buddhisam', 'buddhist religious philosophy', 'budddhists', 'buddhity', 'будизъм', 'buddha dhamma', 'buddha birth date controversies', 'buhhdism', 'bauddhadharma', 'three levels of suffering', 'budhda birth date controversies', 'boudhism', 'budhist', 'dhamma vinaya', 'superbuddha', 'bhuudis', 'budhism', 'buddism', 'bhuddist', 'dhammavinaya', 'buddhists', 'buddha dharma', 'buddhadharma', 'teaching of buddha', 'buddhasasana', 'buddhism in asia', 'buddhism', 'buddhadhamma', 'budddhism', 'bouddhism', 'buddhisem', 'bhuddism', 'buddhist saying']"
"Capable of flattening mountains with a single blow, who wields a hammer known as Mjollnir?",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"[[0.2904774248600006, 0.709522545337677]]","['þonar', 'hlóra', 'þór', 'þorr', 'þórr', 'þunraz', 'thor god', 'list of places named after thor', 'thunraz', 'thonar', 'thor s', 'red thor', 'hlora', 'thôr', 'thunaer', 'einridi', 'thunor', 'donar', 'red thórr', 'thorr', 'þunor', 'thor', 'þunaraz']"
"The countries of Denmark, Estonia, Finland, Germany, Latvia, Lithuania, Poland, Russia, and Sweden all share a border with what large body of water?"," Baltic Sea
","[[0.5544704794883728, 0.4455295503139496]]","['baltic', 'ostsee', 'baltic sea', 'post littorina sea', 'central baltic sea', 'suevian sea', 'suebian sea', 'laanemeri', 'mare suebicum', 'pollution of baltic sea', 'östersjön', 'pollution in baltic sea', 'baltic name', 'baltic coast', 'laeaenemeri', 'mare suevicum', 'läänemeri', 'balticsea', 'itämeri']"
"Although the awards ceremony is not until December, the winners of the Nobel prizes have been announced. The US has had the most number of recipients with 325. Which country ranks second with 115?","115 is the number for Germany
","[[0.22270014882087708, 0.7772998809814453]]","['u –k', 'u–k', 'ureswni', 'united kindgom', 'un locode trank', 'britain state', 'united kingdom s', 'ukia', 'great britain ulster', 'uk of gb and ni', 'ukgb', 'royaume uni', 'uk of gb ni', 'great britain 1801–present', 'united kingdom of great britain ulster', 'u k g b n i', 'uk state', 'united kingdom state', 'british state', 'great britain and northern ireland', 'tukogbani', 'united kingdoom', 'united kingdom', 'united kingsom', 'ukgbr', 'united–kingdom', 'regno unito', 'united kingdom of great britain and northern ireland', 'united kingom', 'great britain country', 'united kingdom of great britain and northern island', 'uk country', 'united kingdom of britain', 'united kingdom uk', 'great britain and ulster', 'untied kingdom', 'iso 3166 1 gb', 'united kingdom of great britain and ulster', 'ukogbani', 'vereinigtes königreich', 'verenigd koninkrijk', 'y deyrnas unedig', 'unitedkingdom', 'united kingdom of great britain and north ireland', 'uk', 'kingdom of great britain and northern ireland', 'united kindom', 'britain country', 'etymology of united kingdom', 'united kingdom u k', 'united kingdon', 'ukgbni', 'british united kingdom', 'u k', 'united kingdom of great britain northern ireland', 'united kingdom country']"
